date,amount,currency,category,subcategory,tags,note
2024-09-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2024-09-05,-52.00,PEN,Transporte,Taxis y apps,,Uber
2024-09-06,-145.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2024-09-07,-82.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2024-09-08,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2024-09-09,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2024-09-10,-315.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2024-09-11,-42.00,PEN,Alimentación,Delivery,,Rappi
2024-09-12,-78.00,PEN,Transporte,Transporte público,,Recarga
2024-09-13,-185.00,PEN,Compras,Ropa y calzado,,Polo
2024-09-14,-65.00,PEN,Entretenimiento,Bares y salidas sociales,Social,After office
2024-09-15,500.00,PEN,Ingresos,Facturación y freelance,,Proyecto
2024-09-16,-288.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2024-09-17,-120.00,PEN,Alimentación,Restaurantes,,Almuerzo
2024-09-18,-350.00,PEN,Mascotas y animales,Salud veterinaria,,Vacunas Rocky
2024-09-19,-58.00,PEN,Transporte,Taxis y apps,,Uber
2024-09-20,-45.00,PEN,Alimentación,Delivery,,Pizza
2024-09-21,-280.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2024-09-22,-95.00,PEN,Entretenimiento,Deportes y recreación,,Cancha
2024-09-23,-155.00,PEN,Compras,Farmacia y botiquín,,Vitaminas
2024-09-24,-72.00,PEN,Alimentación,Restaurantes,,Chifa
2024-09-25,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Comida Rocky
2024-09-26,-48.00,PEN,Transporte,Taxis y apps,,InDriver
2024-09-27,-310.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2024-09-28,-180.00,PEN,Entretenimiento,Salidas en pareja,Social,Cena
2024-09-29,-35.00,PEN,Alimentación,Delivery,,Hamburguesas
2024-09-30,-250.00,PEN,Personal,Belleza y estética,,Tratamiento
2024-09-05,800.00,USD,Ingresos,Facturación y freelance,,Cliente US
2024-09-12,-65.00,USD,Personal,Suscripciones de utilidad,Fijo,Apps
2024-09-18,-150.00,USD,Compras,Tecnología y accesorios,,Gadget
2024-09-25,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2024-09-28,-95.00,USD,Personal,Educación y desarrollo,,Curso online
2024-10-01,4500.00,PEN,Ingresos,Salario,,Sueldo octubre
2024-10-02,-305.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2024-10-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2024-10-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2024-10-05,-160.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2024-10-06,-88.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2024-10-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2024-10-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2024-10-09,-62.00,PEN,Transporte,Taxis y apps,,Uber
2024-10-10,-295.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2024-10-11,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2024-10-12,-78.00,PEN,Transporte,Transporte público,,Recarga
2024-10-13,-450.00,PEN,Compras,Tecnología y accesorios,,Audífonos
2024-10-14,-38.00,PEN,Alimentación,Delivery,,Thai
2024-10-15,-120.00,PEN,Entretenimiento,Espectáculos y eventos,Social,Teatro
2024-10-16,-310.00,PEN,Alimentación,Supermercados y bodegas,,Plaza Vea
2024-10-17,-95.00,PEN,Compras,Cuidado personal y belleza,,Perfume
2024-10-18,-58.00,PEN,Transporte,Taxis y apps,,Uber
2024-10-19,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2024-10-20,-145.00,PEN,Alimentación,Restaurantes,Social,Brunch
2024-10-21,-285.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2024-10-22,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,Cumpleaños
2024-10-23,-42.00,PEN,Alimentación,Delivery,,Sushi
2024-10-24,-180.00,PEN,Finanzas,Comisiones y cargos,,Banco
2024-10-25,-320.00,PEN,Alimentación,Supermercados y bodegas,,Compras grandes
2024-10-26,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2024-10-27,-68.00,PEN,Transporte,Taxis y apps,,InDriver
2024-10-28,-55.00,PEN,Alimentación,Delivery,,Pollo brasa
2024-10-29,-135.00,PEN,Compras,Farmacia y botiquín,,Medicinas
2024-10-30,-280.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2024-10-31,-250.00,PEN,Entretenimiento,Fiestas y vida nocturna,Social,Halloween
2024-10-08,600.00,USD,Ingresos,Facturación y freelance,,Proyecto
2024-10-15,-75.00,USD,Compras,Tecnología y accesorios,,Amazon
2024-10-20,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2024-10-25,-180.00,USD,Personal,Educación y desarrollo,,Udemy
2024-10-30,-55.00,USD,Personal,Suscripciones de utilidad,Fijo,Apps
2024-11-01,4500.00,PEN,Ingresos,Salario,,Sueldo noviembre
2024-11-02,-315.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2024-11-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2024-11-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2024-11-05,-175.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2024-11-06,-92.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2024-11-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2024-11-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2024-11-09,-48.00,PEN,Transporte,Taxis y apps,,Uber
2024-11-10,-298.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2024-11-11,800.00,PEN,Ingresos,Facturación y freelance,,Proyecto web
2024-11-12,-78.00,PEN,Transporte,Transporte público,,Recarga
2024-11-13,-95.00,PEN,Alimentación,Restaurantes,,Almuerzo
2024-11-14,-350.00,PEN,Compras,Ropa y calzado,,Zapatillas
2024-11-15,-42.00,PEN,Alimentación,Delivery,,Mexicana
2024-11-16,-305.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2024-11-17,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2024-11-18,-85.00,PEN,Entretenimiento,Bares y salidas sociales,Social,Happy hour
2024-11-19,-62.00,PEN,Transporte,Taxis y apps,,Uber
2024-11-20,-290.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2024-11-21,-120.00,PEN,Alimentación,Restaurantes,Social,Cena familiar
2024-11-22,-450.00,PEN,Personal,Salud y atención médica,,Chequeo
2024-11-23,-55.00,PEN,Transporte,Taxis y apps,,InDriver
2024-11-24,-320.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2024-11-25,-650.00,PEN,Compras,Regalos y detalles,,Regalos anticipados
2024-11-26,-38.00,PEN,Alimentación,Delivery,,Pizza
2024-11-27,-180.00,PEN,Compras,Hogar y decoración,,Adornos navidad
2024-11-28,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2024-11-29,-850.00,PEN,Compras,Tecnología y accesorios,,Black Friday
2024-11-30,-310.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2024-11-10,1500.00,USD,Ingresos,Facturación y freelance,,Proyecto grande US
2024-11-15,-250.00,USD,Compras,Tecnología y accesorios,,Black Friday US
2024-11-20,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2024-11-25,-85.00,USD,Compras,Ropa y calzado,,Amazon ropa
2024-11-28,-120.00,USD,Personal,Educación y desarrollo,,Curso
2024-11-30,-65.00,USD,Personal,Suscripciones de utilidad,Fijo,Software
2024-12-01,4500.00,PEN,Ingresos,Salario,,Sueldo diciembre
2024-12-02,4500.00,PEN,Ingresos,Salario,,Gratificación
2024-12-03,-380.00,PEN,Alimentación,Supermercados y bodegas,,Wong navidad
2024-12-04,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2024-12-05,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2024-12-06,-195.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2024-12-07,-95.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2024-12-08,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2024-12-09,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2024-12-10,-450.00,PEN,Alimentación,Supermercados y bodegas,,Navideñas
2024-12-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2024-12-12,-850.00,PEN,Compras,Regalos y detalles,,Regalos familia
2024-12-13,-95.00,PEN,Transporte,Taxis y apps,,Uber compras
2024-12-14,-380.00,PEN,Alimentación,Supermercados y bodegas,,Cena navidad
2024-12-15,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2024-12-16,-550.00,PEN,Compras,Ropa y calzado,,Ropa navidad
2024-12-17,-85.00,PEN,Alimentación,Delivery,,Trabajo
2024-12-18,-120.00,PEN,Entretenimiento,Bares y salidas sociales,Social,Brindis trabajo
2024-12-19,-420.00,PEN,Alimentación,Supermercados y bodegas,,Año nuevo
2024-12-20,-350.00,PEN,Compras,Regalos y detalles,Social,Regalos amigos
2024-12-21,-75.00,PEN,Transporte,Taxis y apps,,Uber fiestas
2024-12-22,-180.00,PEN,Alimentación,Restaurantes,Social,Pre-navidad
2024-12-23,-280.00,PEN,Compras,Hogar y decoración,,Decoración
2024-12-24,-520.00,PEN,Alimentación,Supermercados y bodegas,,Nochebuena
2024-12-25,-150.00,PEN,Entretenimiento,Salidas en pareja,Social,Navidad
2024-12-26,-95.00,PEN,Mascotas y animales,Accesorios y juguetes,,Regalo Rocky
2024-12-27,-65.00,PEN,Transporte,Taxis y apps,,Uber
2024-12-28,-320.00,PEN,Alimentación,Supermercados y bodegas,,Año nuevo
2024-12-29,-250.00,PEN,Entretenimiento,Fiestas y vida nocturna,Social,Pre año nuevo
2024-12-30,-180.00,PEN,Alimentación,Restaurantes,,Cena 30
2024-12-31,-450.00,PEN,Entretenimiento,Fiestas y vida nocturna,Social,Año nuevo
2024-12-05,2000.00,USD,Ingresos,Facturación y freelance,,Bono cliente US
2024-12-10,-350.00,USD,Compras,Tecnología y accesorios,,Regalo tech
2024-12-15,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2024-12-18,-180.00,USD,Compras,Regalos y detalles,,Regalos US
2024-12-22,-95.00,USD,Personal,Suscripciones de utilidad,Fijo,Apps anuales
2024-12-28,-120.00,USD,Entretenimiento,Hobbies y gaming,,Steam games
2024-12-30,-75.00,USD,Compras,Otros,,Amazon varios
2025-01-01,4500.00,PEN,Ingresos,Salario,,Sueldo enero
2025-01-02,-285.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2025-01-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-01-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-01-05,-165.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2025-01-06,-88.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-01-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-01-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-01-09,-52.00,PEN,Transporte,Taxis y apps,,Uber
2025-01-10,-295.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-01-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-01-12,-45.00,PEN,Alimentación,Delivery,,Almuerzo
2025-01-13,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-01-14,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-01-15,-310.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2025-01-16,-48.00,PEN,Transporte,Taxis y apps,,InDriver
2025-01-17,-95.00,PEN,Compras,Cuidado personal y belleza,,Skincare
2025-01-18,-280.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-01-19,-120.00,PEN,Entretenimiento,Deportes y recreación,Social,Paddle
2025-01-20,-65.00,PEN,Alimentación,Delivery,,Cena
2025-01-21,-145.00,PEN,Compras,Farmacia y botiquín,,Medicinas
2025-01-22,-58.00,PEN,Transporte,Taxis y apps,,Uber
2025-01-23,-305.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-01-24,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2025-01-25,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,Cervecería
2025-01-26,-42.00,PEN,Alimentación,Delivery,,Pizza
2025-01-27,-290.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2025-01-28,-180.00,PEN,Personal,Belleza y estética,,Corte
2025-01-29,-55.00,PEN,Transporte,Taxis y apps,,Uber
2025-01-30,-315.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-01-31,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-01-08,900.00,USD,Ingresos,Facturación y freelance,,Proyecto US
2025-01-15,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-01-20,-85.00,USD,Personal,Suscripciones de utilidad,Fijo,Software
2025-01-25,-150.00,USD,Compras,Tecnología y accesorios,,Amazon
2025-01-30,-65.00,USD,Personal,Educación y desarrollo,,Curso
2025-02-01,4500.00,PEN,Ingresos,Salario,,Sueldo febrero
2025-02-02,-288.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2025-02-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-02-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-02-05,-158.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2025-02-06,-85.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-02-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-02-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-02-09,-62.00,PEN,Transporte,Taxis y apps,,Uber
2025-02-10,-305.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-02-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-02-12,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-02-13,-350.00,PEN,Compras,Regalos y detalles,Social,San Valentín
2025-02-14,-280.00,PEN,Entretenimiento,Salidas en pareja,Social,Cena romántica
2025-02-15,-298.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2025-02-16,-45.00,PEN,Alimentación,Delivery,,Brunch
2025-02-17,-95.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-02-18,-58.00,PEN,Transporte,Taxis y apps,,Uber
2025-02-19,-285.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-02-20,-120.00,PEN,Compras,Cuidado personal y belleza,,Cremas
2025-02-21,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,After office
2025-02-22,-42.00,PEN,Alimentación,Delivery,,Sushi
2025-02-23,-310.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-02-24,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2025-02-25,-48.00,PEN,Transporte,Taxis y apps,,InDriver
2025-02-26,-280.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2025-02-27,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-02-28,-145.00,PEN,Compras,Farmacia y botiquín,,Medicinas
2025-02-10,700.00,USD,Ingresos,Facturación y freelance,,Cliente US
2025-02-14,-85.00,USD,Compras,Regalos y detalles,Social,Regalo San Valentín
2025-02-18,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-02-22,-120.00,USD,Personal,Suscripciones de utilidad,Fijo,Apps
2025-02-26,-95.00,USD,Compras,Tecnología y accesorios,,Amazon
2025-03-01,4500.00,PEN,Ingresos,Salario,,Sueldo marzo
2025-03-02,-295.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2025-03-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-03-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-03-05,-162.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2025-03-06,-88.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-03-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-03-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-03-09,-55.00,PEN,Transporte,Taxis y apps,,Uber
2025-03-10,-308.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-03-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-03-12,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-03-13,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-03-14,-42.00,PEN,Alimentación,Delivery,,Viernes
2025-03-15,600.00,PEN,Ingresos,Facturación y freelance,,Diseño web
2025-03-16,-315.00,PEN,Alimentación,Supermercados y bodegas,,Plaza Vea
2025-03-17,-120.00,PEN,Entretenimiento,Espectáculos y eventos,Social,Concierto
2025-03-18,-68.00,PEN,Transporte,Taxis y apps,,Uber
2025-03-19,-290.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-03-20,-95.00,PEN,Compras,Cuidado personal y belleza,,Productos
2025-03-21,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,Cumpleaños
2025-03-22,-48.00,PEN,Alimentación,Delivery,,Pizza
2025-03-23,-305.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-03-24,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2025-03-25,-52.00,PEN,Transporte,Taxis y apps,,InDriver
2025-03-26,-285.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-03-27,-250.00,PEN,Personal,Educación y desarrollo,,Curso
2025-03-28,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-03-29,-38.00,PEN,Alimentación,Delivery,,China
2025-03-30,-310.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2025-03-31,-180.00,PEN,Personal,Belleza y estética,,Spa
2025-03-05,850.00,USD,Ingresos,Facturación y freelance,,Proyecto US
2025-03-12,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-03-18,-180.00,USD,Personal,Educación y desarrollo,,Certificación
2025-03-24,-75.00,USD,Personal,Suscripciones de utilidad,Fijo,Software
2025-03-29,-95.00,USD,Compras,Tecnología y accesorios,,Amazon
2025-04-01,4500.00,PEN,Ingresos,Salario,,Sueldo abril
2025-04-02,-302.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2025-04-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-04-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-04-05,-155.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2025-04-06,-85.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-04-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-04-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-04-09,-58.00,PEN,Transporte,Taxis y apps,,Uber
2025-04-10,-295.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-04-11,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-04-12,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-04-13,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-04-14,-45.00,PEN,Alimentación,Delivery,,Rápida
2025-04-15,-308.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2025-04-16,-1500.00,PEN,Entretenimiento,Viajes y vacaciones,,Vuelos Semana Santa
2025-04-17,-800.00,PEN,Entretenimiento,Viajes y vacaciones,,Hotel
2025-04-18,-250.00,PEN,Alimentación,Restaurantes,,Comidas viaje
2025-04-19,-180.00,PEN,Entretenimiento,Viajes y vacaciones,,Tours
2025-04-20,-120.00,PEN,Transporte,Taxis y apps,,Transporte viaje
2025-04-21,-150.00,PEN,Compras,Regalos y detalles,,Souvenirs
2025-04-22,-320.00,PEN,Alimentación,Supermercados y bodegas,,Regreso
2025-04-23,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Guardería Rocky
2025-04-24,-62.00,PEN,Transporte,Taxis y apps,,Uber aeropuerto
2025-04-25,-285.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-04-26,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,After office
2025-04-27,-42.00,PEN,Alimentación,Delivery,,Domingo
2025-04-28,-300.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2025-04-29,-95.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-04-30,-135.00,PEN,Compras,Farmacia y botiquín,,Medicinas viaje
2025-04-08,1100.00,USD,Ingresos,Facturación y freelance,,Proyecto grande
2025-04-15,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-04-20,-250.00,USD,Entretenimiento,Viajes y vacaciones,,Booking
2025-04-25,-85.00,USD,Personal,Suscripciones de utilidad,Fijo,Apps
2025-04-30,-120.00,USD,Compras,Tecnología y accesorios,,Amazon
2025-05-01,4500.00,PEN,Ingresos,Salario,,Sueldo mayo
2025-05-02,-298.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2025-05-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-05-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-05-05,-160.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
2025-05-06,-88.00,PEN,Hogar,Servicios del hogar,Fijo,Agua
2025-05-07,-55.00,PEN,Entretenimiento,Streaming y plataformas,Fijo,Streaming
2025-05-08,-180.00,PEN,Personal,Fitness y actividad física,Fijo,Gym
2025-05-09,-52.00,PEN,Transporte,Taxis y apps,,Uber
2025-05-10,-305.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-05-11,-350.00,PEN,Compras,Regalos y detalles,Social,Día mamá
2025-05-12,-78.00,PEN,Transporte,Transporte público,,Recarga
2025-05-13,-200.00,PEN,Mascotas y animales,Alimentación de mascotas,,Rocky
2025-05-14,-180.00,PEN,Alimentación,Restaurantes,Social,Almuerzo mamá
2025-05-15,-310.00,PEN,Alimentación,Supermercados y bodegas,,Metro
2025-05-16,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-05-17,-48.00,PEN,Alimentación,Delivery,,Pizza
2025-05-18,-295.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-05-19,-65.00,PEN,Transporte,Taxis y apps,,Uber
2025-05-20,-95.00,PEN,Compras,Cuidado personal y belleza,,Skincare
2025-05-21,-75.00,PEN,Entretenimiento,Bares y salidas sociales,Social,After office
2025-05-22,-42.00,PEN,Alimentación,Delivery,,Sushi
2025-05-23,-308.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-05-24,-95.00,PEN,Mascotas y animales,Servicios y cuidados,,Baño Rocky
2025-05-25,-55.00,PEN,Transporte,Taxis y apps,,InDriver
2025-05-26,-285.00,PEN,Alimentación,Supermercados y bodegas,,Compras
2025-05-27,-120.00,PEN,Entretenimiento,Deportes y recreación,Social,Fútbol
2025-05-28,-38.00,PEN,Alimentación,Delivery,,Rápida
2025-05-29,-300.00,PEN,Alimentación,Supermercados y bodegas,,Fin mes
2025-05-30,-450.00,PEN,Personal,Salud y atención médica,,Dentista
2025-05-31,-85.00,PEN,Alimentación,Restaurantes,,Almuerzo
2025-05-08,750.00,USD,Ingresos,Facturación y freelance,,Proyecto US
2025-05-15,-45.00,USD,Entretenimiento,Streaming y plataformas,Fijo,Servicios
2025-05-20,-95.00,USD,Personal,Suscripciones de utilidad,Fijo,Software
2025-05-25,-180.00,USD,Compras,Tecnología y accesorios,,Amazon
2025-05-30,-75.00,USD,Personal,Educación y desarrollo,,Curso
2025-06-01,4500.00,PEN,Ingresos,Salario,,Sueldo junio
2025-06-02,-302.00,PEN,Alimentación,Supermercados y bodegas,,Wong
2025-06-03,-1200.00,PEN,Hogar,Alquiler o hipoteca,Fijo,Alquiler
2025-06-04,-65.00,PEN,Personal,Telefonía y comunicaciones,Fijo,Celular
2025-06-05,-165.00,PEN,Hogar,Servicios del hogar,Fijo,Luz
